filepath,elev,wsun,kappa,beta,t,wsky,theta,phi,fov
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000077.png,5.0348,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-142.3056,64.0792,21.5775
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000078.png,7.8134,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-146.3056,61.3006,26.5644
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000079.png,-0.6884,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-147.3056,69.8024,30.2392
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000080.png,6.2648,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-166.3056,62.8492,36.5238
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000081.png,-8.1636,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-167.3056,77.2776,38.2077
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000082.png,-0.7748,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-171.3056,69.8888,40.7524
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000083.png,-7.6033,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-177.3056,76.7173,21.8609
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000084.png,-3.7865,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,178.6944,72.9005,26.7291
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000085.png,0.8685,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,171.6944,68.2455,42.4909
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000086.png,3.4745,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,165.6944,65.6395,30.104
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000087.png,4.7209,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,158.6944,64.3931,32.7772
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000088.png,4.8371,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,146.6944,64.2769,30.644
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000089.png,3.2513,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,143.6944,65.8627,41.2475
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000090.png,-1.9555,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,129.6944,71.0695,33.415
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000091.png,-0.0376,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,102.6944,69.1516,32.2547
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000092.png,4.3718,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,89.6944,64.7422,21.0539
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000093.png,2.3957,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,87.6944,66.7183,25.4807
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000094.png,8.7911,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,76.6944,60.3229,20.7643
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000095.png,-0.7431,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,43.6944,69.8571,29.3504
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000096.png,3.028,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,20.6944,66.086,27.6468
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000097.png,-2.9033,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,8.6944,72.0173,43.3788
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000098.png,-1.1994,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,2.6944,70.3134,41.802
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000099.png,8.4669,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-7.3056,60.6471,20.9745
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000100.png,-3.3787,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-23.3056,72.4927,40.7453
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000101.png,3.3112,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-27.3056,65.8028,22.4014
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000102.png,-1.1007,0.12239 0.12224 0.12128,0.22427,6.17484,18.63525,0.47479 0.47208 0.47093,-28.3056,70.2147,25.3301
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000103.png,2.6634,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,43.7272,11.9238,23.7367
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000104.png,-8.7011,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,39.7272,23.2883,33.7576
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000105.png,9.9725,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,21.7272,4.6147,23.3118
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000106.png,-2.4737,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,3.7272,17.0609,33.3185
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000107.png,1.9111,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-0.2728,12.6761,21.1151
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000108.png,7.6257,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-1.2728,6.9615,40.6281
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000109.png,-1.1191,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-14.2728,15.7063,29.1912
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000110.png,0.9303,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-23.2728,13.6569,28.7866
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000111.png,-4.0045,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-39.2728,18.5917,28.1552
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000112.png,-3.7276,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-42.2728,18.3148,22.852
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000113.png,-0.1488,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-47.2728,14.736,29.555
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000114.png,-3.553,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-50.2728,18.1402,33.7343
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000115.png,5.0853,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-64.2728,9.5019,21.1614
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000116.png,-5.3546,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-74.2728,19.9418,26.9631
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000117.png,-3.6965,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-77.2728,18.2837,32.864
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000118.png,3.6668,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-92.2728,10.9204,27.3917
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000119.png,5.3458,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-98.2728,9.2414,32.2375
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000120.png,5.0524,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-107.2728,9.5348,29.2331
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000121.png,4.1164,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-120.2728,10.4708,42.1808
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000122.png,1.4527,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-125.2728,13.1345,43.3343
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000123.png,4.299,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-135.2728,10.2882,31.8
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000124.png,-4.2054,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-160.2728,18.7926,30.3667
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000125.png,-7.7167,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,-177.2728,22.3039,23.1856
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000126.png,-3.0357,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,158.7272,17.6229,28.3417
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000127.png,-1.8865,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,156.7272,16.4737,22.5771
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000128.png,-7.998,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,137.7272,22.5852,23.1646
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000129.png,-3.7518,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,124.7272,18.339,25.0245
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000130.png,-6.2947,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,109.7272,20.8819,29.3578
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000131.png,10.0276,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,88.7272,4.5596,30.1614
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000132.png,-7.4225,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,75.7272,22.0097,44.5537
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000133.png,-1.1754,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,68.7272,15.7626,44.5977
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000134.png,4.9111,0.14719 0.15480 0.16332,0.5621,13.65767,21.89189,0.47070 0.49534 0.52545,59.7272,9.6761,38.3353
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000135.png,-6.7332,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,6.496,76.794,29.4046
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000136.png,-3.1129,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-1.504,73.1737,32.0767
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000137.png,-1.0392,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-12.504,71.1,24.7258
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000138.png,3.9793,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-15.504,66.0815,21.5391
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000139.png,6.0359,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-18.504,64.0249,40.9782
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000140.png,10.9125,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-31.504,59.1483,33.7476
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000141.png,2.7702,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-33.504,67.2906,28.283
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000142.png,-4.5259,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-49.504,74.5867,33.9947
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000143.png,5.7591,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-50.504,64.3017,44.046
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000144.png,-7.2336,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-59.504,77.2944,22.1118
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000145.png,4.4958,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-67.504,65.565,44.7967
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000146.png,-2.49,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-79.504,72.5508,44.8911
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000147.png,-4.425,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-92.504,74.4858,33.5194
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000148.png,4.5789,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-96.504,65.4819,41.8172
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000149.png,-8.2277,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-109.504,78.2885,41.1728
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000150.png,-6.8261,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-111.504,76.8869,44.6379
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000151.png,3.2653,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-153.504,66.7955,40.9843
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000152.png,9.9276,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,-177.504,60.1332,32.0895
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0005_sync/image_02/data/0000000153.png,-0.6532,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,179.496,70.714,43.7078
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000000.png,9.6084,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,177.496,60.4524,20.0367
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000001.png,-5.8781,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,142.496,75.9389,41.2216
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000002.png,0.3437,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,135.496,69.7171,33.824
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000003.png,8.1359,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,112.496,61.9249,42.2696
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000004.png,4.3222,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,97.496,65.7386,32.3693
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000005.png,-7.3331,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,96.496,77.3939,37.9796
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000006.png,10.0871,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,87.496,59.9737,22.6318
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000007.png,-3.0521,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,86.496,73.1129,25.5792
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000008.png,-5.4802,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,73.496,75.541,35.1798
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000009.png,3.0027,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,58.496,67.0581,28.1379
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000010.png,2.1499,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,42.496,67.9109,38.9156
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000011.png,-3.8803,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,33.496,73.9411,30.3019
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000012.png,-4.7659,0.08286 0.08277 0.08444,0.18778,0.72433,17.07659,0.53165 0.51331 0.49298,25.496,74.8267,42.0795
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000013.png,6.3151,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-23.488,63.1725,20.2212
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000014.png,3.6661,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-28.488,65.8215,28.6196
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000015.png,-5.957,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-30.488,75.4446,26.2803
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000016.png,-5.54,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-83.488,75.0276,33.5502
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000017.png,6.682,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-102.488,62.8056,26.5988
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000018.png,2.4524,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-104.488,67.0352,27.9486
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000019.png,-2.582,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-105.488,72.0696,28.1143
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000020.png,-2.3085,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-107.488,71.7961,34.2644
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000021.png,-8.0549,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-139.488,77.5425,39.4438
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000022.png,-7.9881,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-162.488,77.4757,43.5682
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000023.png,6.5701,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-166.488,62.9175,29.2517
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000024.png,10.2986,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-169.488,59.189,41.0553
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000025.png,-5.7509,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-172.488,75.2385,31.8158
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000026.png,2.8803,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-175.488,66.6073,29.9829
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000027.png,6.2826,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,176.512,63.205,36.6495
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000028.png,-0.5035,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,167.512,69.9911,43.242
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000029.png,5.8262,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,160.512,63.6614,39.2297
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000030.png,-0.3812,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,156.512,69.8688,27.2366
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000031.png,7.3211,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,134.512,62.1665,36.8807
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000032.png,-4.812,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,129.512,74.2996,36.6647
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000033.png,9.3935,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,123.512,60.0941,23.7619
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000034.png,7.7778,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,106.512,61.7098,26.0942
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000035.png,-1.5799,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,75.512,71.0675,37.5203
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000036.png,-0.1526,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,60.512,69.6402,34.369
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000037.png,9.2942,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,25.512,60.1934,37.8526
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000038.png,-1.6657,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,19.512,71.1533,31.4612
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000039.png,10.4268,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,17.512,59.0608,29.2199
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000040.png,-2.5491,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,16.512,72.0367,27.6738
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000041.png,9.4063,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,13.512,60.0813,20.9318
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000042.png,-1.6964,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-2.488,71.184,26.508
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000043.png,-1.7925,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-9.488,71.2801,36.7615
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000044.png,-3.8856,0.32502 0.31229 0.30412,0.12064,0.66059,17.40632,0.74228 0.72754 0.69974,-13.488,73.3732,27.1668
dataset_converted/KITTI/2011_09_26/2011_09_26_drive_0009_sync/image_02/data/0000000045.png,0.0924,0.18878 0.19109 0.20042,0.25425,0.38893,18.67082,0.68910 0.68643 0.67300,-19.8612,69.7908,36.3444
